app_id,name,category,homepage,upstream_repo,latest_version_upstream,latest_version_flathub,latest_version_arch,latest_version_debian,wayland_score,xlibre_score,confidence,evidence_wayland,evidence_xlibre,toolkit_guess,run_mode_guess,sources_used,notes
libxineliboutput-sxfe,libxineliboutput-sxfe,video,,,,,,2.2.0+git20211212-2.2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
libxineliboutput-wlfe,libxineliboutput-wlfe,video,,,,,,2.2.0+git20211212-2.2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
libxir-utils,libxir-utils,utils,,,,,,2.5-1+b1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
libxrt-utils,libxrt-utils,utils,,,,,,202210.2.13.466+dfsg-8,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lierolibre,lierolibre,games,,,,,,0.5-3+b3,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lierolibre-data,lierolibre-data,games,,,,,,0.5-3,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lifeograph,lifeograph,gnome,,,,,,2.0.3-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
liferea-data,liferea-data,gnome,,,,,,1.14.4-3,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lightdm-settings,lightdm-settings,gnome,,,,,,1.6.1-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lightsoff,lightsoff,games,,,,,,1:40.0.1-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lightyears,lightyears,games,,,,,,1.5.0-2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lilv-utils,lilv-utils,sound,,,,,,0.24.14-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lincity,lincity,games,,,,,,1.13.1-15,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lincity-ng-data,lincity-ng-data,games,,,,,,2.9~git20150314-5,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
linkchecker,linkchecker,web,,,,,,10.2.1-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
linklint,linklint,web,,,,,,2.3.5-5.3,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
links2,links2,web,,,,,,2.28-1+b2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
linphone-common,linphone-common,sound,,,,,,5.1.65-4,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
linux-firmware-mediatek,linux-firmware-mediatek,Firmware,https://gitlab.com/kernel-firmware/linux-firmware,,,,20260221,,3,4,0.35,,,unknown,x11,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
linux-show-player,linux-show-player,sound,,,,,,0.5.3-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
linuxinfo,linuxinfo,utils,,,,,,4.1.2-3,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
linuxptp,linuxptp,utils,,,,,,3.1.1-4+b2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
liquidsoap,liquidsoap,sound,,,,,,2.1.3-2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
liquidsoap-mode,liquidsoap-mode,editors,,,,,,2.1.3-2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
liquidwar,liquidwar,games,,,,,,5.6.5-2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
liquidwar-data,liquidwar-data,games,,,,,,5.6.5-2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
liquidwar-server,liquidwar-server,games,,,,,,5.6.5-2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lirc,lirc,utils,,,,,,0.10.1-7.2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lirc-compat-remotes,lirc-compat-remotes,utils,,,,,,0.9.0-1.1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lirc-x,lirc-x,utils,,,,,,0.10.1-7.2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lite-xl,lite-xl,A,https://lite-xl.com,,,,2.1.8,,3,4,0.35,,,unknown,x11,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
litecoind,litecoind,utils,,,,,,0.21.2.1-1+b1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
litmus,litmus,web,,,,,,0.13-5,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
littlewizard,littlewizard,games,,,,,,1.2.2-4.1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
littlewizard-data,littlewizard-data,games,,,,,,1.2.2-4.1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
live-media,live-media,Set,http://live555.com/liveMedia,,,,2025.05.24,,3,4,0.35,,,unknown,x11,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
livescript,livescript,web,,,,,,1.6.1+dfsg-3,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
llgal,llgal,web,,,,,,0.13.19-1.1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lltag,lltag,sound,,,,,,0.14.6-1.1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lm-sensors,lm-sensors,utils,,,,,,1:3.6.0-7.1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lmarbles,lmarbles,games,,,,,,1.0.8-0.2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lmemory,lmemory,games,,,,,,0.6c-11,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lmms,lmms,sound,,,,,,1.2.2+dfsg1-6,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lmms-common,lmms-common,sound,,,,,,1.2.2+dfsg1-6,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
loadwatch,loadwatch,utils,,,,,,1.0+1.1alpha1-6+b1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
localehelper,localehelper,utils,,,,,,0.1.4-3,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
locate,locate,utils,,,,,,4.9.0-4,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
logapp,logapp,utils,,,,,,0.16-2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
logstalgia,logstalgia,web,,,,,,1.1.4-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
logswan,logswan,web,,,,,,2.1.12-1+b1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
logtool,logtool,utils,,,,,,1.2.8-11,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lolcat,lolcat,games,,,,,,100.0.1-3,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lollypop,lollypop,gnome,,,,,,1.4.37-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lomiri-app-launch,lomiri-app-launch,gnome,,,,,,0.1.6-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lomiri-app-launch-tools,lomiri-app-launch-tools,gnome,,,,,,0.1.6-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lomiri-history-service-tools,lomiri-history-service-tools,utils,,,,,,0.4-2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lomiri-mediaplayer-app,lomiri-mediaplayer-app,video,,,,,,1.0.2+dfsg-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lomiri-mediaplayer-app-common,lomiri-mediaplayer-app-common,video,,,,,,1.0.2+dfsg-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lomiri-sounds,lomiri-sounds,sound,,,,,,22.02-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lomiri-url-dispatcher,lomiri-url-dispatcher,gnome,,,,,,0.1.2-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lomiri-url-dispatcher-testability,lomiri-url-dispatcher-testability,gnome,,,,,,0.1.2-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lomiri-url-dispatcher-tools,lomiri-url-dispatcher-tools,gnome,,,,,,0.1.2-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lomiri-url-dispatcher-tools-gui,lomiri-url-dispatcher-tools-gui,gnome,,,,,,0.1.2-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lomoco,lomoco,utils,,,,,,1.0.0-4,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
loook,loook,utils,,,,,,0.9.0-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lordsawar,lordsawar,games,,,,,,0.3.2+frogknows-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lordsawar-data,lordsawar-data,games,,,,,,0.3.2+frogknows-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
loudgain,loudgain,sound,,,,,,0.6.8+ds-3+b1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
loupe,loupe,A,https://apps.gnome.org/Loupe/,,,,50rc,,3,4,0.35,,,unknown,x11,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lpe,lpe,editors,,,,,,1.2.8-2.1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lqa,lqa,utils,,,,,,20230104~git9be8db8ab65c-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lr,lr,utils,,,,,,1.5.1-3,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lrzip,lrzip,utils,,,,,,0.651-2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lscolors,lscolors,utils,,,,,,0.13.0-1+b1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lsd,lsd,utils,,,,,,0.23.1-3,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lsdvd,lsdvd,utils,,,,,,0.17-1+b3,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lshw,lshw,utils,,,,,,02.19.git.2021.06.19.996aaad9c7-2+b1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lskat-data,lskat-data,games,,,,,,4:22.12.3-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lsm,lsm,utils,,,,,,1.0.4-2+b1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lsmount,lsmount,utils,,,,,,0.2.4-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lsof,lsof,utils,,,,,,4.95.0-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lsp-plugins-ladspa,lsp-plugins-ladspa,sound,,,,,,1.2.5-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lsp-plugins-lv2,lsp-plugins-lv2,sound,,,,,,1.2.5-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lsp-plugins-r3d-glx,lsp-plugins-r3d-glx,sound,,,,,,1.2.5-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lsp-plugins-vst,lsp-plugins-vst,sound,,,,,,1.2.5-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lswm,lswm,utils,,,,,,0.6.91-4+b1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
ltrace,ltrace,utils,,,,,,0.7.3-6.4,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
ltris,ltris,games,,,,,,1.0.19-3+b1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lttng-tools,lttng-tools,utils,,,,,,2.13.9-1+deb12u1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
ltunify,ltunify,utils,,,,,,0.3-1+b1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lua-lgi,lua-lgi,Lua,https://github.com/pavouk/lgi,,,,0.9.2,,3,4,0.35,,,unknown,x11,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lua-luacsnd6,lua-luacsnd6,sound,,,,,,1:6.18.1+dfsg-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lua51-lgi,lua51-lgi,Lua,https://github.com/pavouk/lgi,,,,0.9.2,,3,4,0.35,,,unknown,x11,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lua53-lgi,lua53-lgi,Lua,https://github.com/pavouk/lgi,,,,0.9.2,,3,4,0.35,,,unknown,x11,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
luanti,luanti,Multiplayer,https://www.luanti.org/,,,,5.15.1,,3,4,0.35,,,unknown,x11,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
luckybackup,luckybackup,utils,,,,,,0.5.0-6,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
luckybackup-data,luckybackup-data,utils,,,,,,0.5.0-6,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lugaru,lugaru,games,,,,,,1.2-6,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lugaru-data,lugaru-data,games,,,,,,1.2-6,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lunar,lunar,utils,,,,,,2.2-9,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lunar-date,lunar-date,utils,,,,,,3.0.1-2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lunzip,lunzip,utils,,,,,,1.13-5,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
luola,luola,games,,,,,,1.3.2-14,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
luola-data,luola-data,games,,,,,,1.3.2-14,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
luola-levels,luola-levels,games,,,,,,6.0-7,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
luola-nostalgy,luola-nostalgy,games,,,,,,1.2-5,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lur-command,lur-command,utils,,,,,,0.17-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lv2-c-tools,lv2-c++-tools,utils,,,,,,1.0.5-4+b2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lv2-examples,lv2-examples,sound,,,,,,1.18.4-2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lv2file,lv2file,sound,,,,,,0.95-2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lv2proc,lv2proc,sound,,,,,,0.5.1-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lv2vocoder,lv2vocoder,sound,,,,,,1-6,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lynis,lynis,utils,,,,,,3.0.8-1.1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lynx-common,lynx-common,web,,,,,,2.9.0dev.12-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lyx,lyx,editors,,,,,,2.3.7-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lyx-common,lyx-common,editors,,,,,,2.3.7-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lz4,lz4,utils,,,,,,1.9.4-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lz4json,lz4json,web,,,,,,2-2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lzd,lzd,utils,,,,,,1.3-2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lzip,lzip,utils,,,,,,1.23-5,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lziprecover,lziprecover,utils,,,,,,1.23-5,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lzma,lzma,utils,,,,,,9.22-2.2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lzma-alone,lzma-alone,utils,,,,,,9.22-2.2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lzop,lzop,utils,,,,,,1.04-2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
m17n-db,m17n-db,utils,,,,,,1.8.0-5,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
m17n-im-config,m17n-im-config,utils,,,,,,0.9.0-5+b1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
m17n-lib-bin,m17n-lib-bin,utils,,,,,,1.8.0-6,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
m17n-lib-mimx,m17n-lib-mimx,utils,,,,,,1.8.0-6,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
m2vrequantiser,m2vrequantiser,video,,,,,,1.1-5,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
m4api,m4api,utils,,,,,,0.3~0.9646fd-2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mac-robber,mac-robber,utils,,,,,,1.02-13,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
macfanctld,macfanctld,utils,,,,,,0.6+repack1-2+b1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
macopix,macopix,games,,,,,,3.4.0+dfsg.1-3+b1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
madbomber,madbomber,games,,,,,,0.2.5-9,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
madbomber-data,madbomber-data,games,,,,,,0.2.5-9,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
madplay,madplay,sound,,,,,,0.15.2b-10,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
maelstrom,maelstrom,games,,,,,,3.0.7-4,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
magic-wormhole,magic-wormhole,utils,,,,,,0.12.0-1.1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
magicmaze,magicmaze,games,,,,,,1.4.3.6+dfsg-3,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
magicrescue,magicrescue,utils,,,,,,1.1.10+dfsg-2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
magics,magics++,utils,,,,,,4.13.0-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
magnum,magnum,C++11/C++14,https://magnum.graphics,,,,2020.06,,3,4,0.35,,,unknown,x11,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
magnus,magnus,utils,,,,,,1:1.0.3-3,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mah-jong,mah-jong,games,,,,,,1.11-2+b2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mail-expire,mail-expire,utils,,,,,,0.9.1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mailcap,mailcap,utils,,,,,,3.70+nmu1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
